timestep,entropy,kl_divergence,mutual_information
212,2.680945213912109,0.1130798223776101,0.051750176324705244
213,2.6952544095457154,0.3193793980873407,0.06124331702335151
214,2.6751728478257726,0.12226404188803158,0.05372444252690989
215,2.669820903425235,0.44050362370882484,0.0620870993619973
216,2.6882125560704115,0.10575338412831635,0.048779346153142944
217,2.6795331004084844,0.3011262574507954,0.05544096974431434
218,2.669556743574476,0.14664583712474444,0.061242942561532177
219,2.657359884568206,0.4932213909274993,0.07015926793607896
220,2.6696251295655364,0.4816658515004304,0.06248148829390976
221,2.6407385482197165,0.31736335702220964,0.054102906194343214
222,2.6032330155261283,0.5201912809077063,0.08885868227235161
223,2.624664891853097,0.6753408183354619,0.0837003602475126
224,2.621607647783177,0.4423053912840357,0.07220874325997806
225,2.610677298899584,0.091540151722659,0.04222574920394817
226,2.5502645257025387,0.38512911957953544,0.057683345419651255
227,2.574057147664611,0.3950251433244861,0.0548263365260826
228,2.577014805418183,0.17484989775317336,0.04543485579565698
229,2.5716349213925422,0.29426492585228686,0.0509323762741789
230,2.537670935972078,0.4578086845461289,0.058129507326059926
231,2.513934982282071,0.5282557228165367,0.07114867996357055
232,2.569162423790889,0.47112735945338774,0.055421320791865014
233,2.5889748488514592,0.08850427406050865,0.035280183205201876
234,2.574639171663942,0.2646933246059444,0.046921239971810635
235,2.588119543101862,0.42212389709352116,0.04924189553800429
236,2.5578422040203828,0.27490189313010505,0.03707539134198101
237,2.5414921343848498,0.4352102303925246,0.05329657842225277
238,2.5779843934429767,0.3511624187333291,0.05827031541506078
239,2.6103203741269314,0.31175071342168686,0.043162883303513366
240,2.6315187704349317,0.19818902587546347,0.0390150955330153
241,2.6684054288626293,0.18543021195690196,0.04047877172892633
242,2.678691202219042,0.2631991203067215,0.038627912682636545
243,2.6670714500612043,0.3015789182815655,0.04947725189264118
244,2.632142346219415,0.24960690228944613,0.061971889473584785
245,2.657234027699099,0.24257395285655553,0.05596969006373631
246,2.650316158060032,0.11062264056786683,0.047796945695042226
247,2.6427899425446832,0.27580575443926636,0.061053845061821654
248,2.605552022820551,0.339314222934082,0.058338339324869315
249,2.615536475768741,0.3422877035387948,0.05309639279854661
250,2.6360168459699382,0.2241176180789588,0.04043641404711518
251,2.6345771809346603,0.09536961720206139,0.031770316563368484
252,2.6112215194826525,0.09688252535800326,0.031665798549986635
253,2.6639689072325115,0.2354881018215807,0.03575597475448622
254,2.6474377578887087,0.10069944471343349,0.04007379052399829
255,2.631025848055857,0.1814296213913048,0.03271138569379817
256,2.637497608940016,0.05623267970874798,0.027363286129975517
257,2.6452347202913087,0.17177067233114038,0.03768429723949018
258,2.595029654418868,0.1602107339225157,0.034424340444527246
259,2.648235052717477,0.03962587517735333,0.01864131671476854
260,2.621593580672071,0.17197633636698406,0.026411851112658313
261,2.6519351841509886,0.2915562574492696,0.04389808479348023
262,2.6796915737472107,0.07371051680162037,0.03165021442617477
263,2.647291883924071,0.26406970475893476,0.039623935052424786
264,2.671526237730132,0.5611448181121872,0.06628028024122701
265,2.7156655836065435,0.44067396647666385,0.059583001365108634
266,2.7349452174344586,0.08289250614747495,0.03838945705351171
267,2.722899613477403,0.19708519746599212,0.049239796186604234
268,2.6925093406132494,0.2936267042265736,0.04921791983089219
269,2.712894140384954,0.49080895186674833,0.07154030994522742
270,2.7591092389277687,0.3340977027301071,0.05413167459401924
271,2.7841567840790895,0.06754376041868748,0.032920582289619915
272,2.7626548271996767,0.21049850359208763,0.04360702323184995
273,2.799004574220241,0.1712854425306359,0.033921012471265
274,2.828529450063345,0.4289713682822872,0.050650256582881914
275,2.826435297210951,0.44201042955534964,0.06293967090134678
276,2.8093352332483326,0.26973524025082324,0.054309076970700865
277,2.807008856352689,0.13072096538649547,0.05660040119561005
278,2.787252138958957,0.1315683076556639,0.05700155271817353
279,2.8011791358847864,0.12803685968760534,0.05261040517335669
280,2.827752561423055,0.08634272737118204,0.03953123689865112
281,2.800458570129193,0.1439677788865296,0.030801974774453678
282,2.7689928486638147,0.14501633639289258,0.04006733584704625
283,2.793549320095762,0.21037051520507788,0.043722952678137084
284,2.792187500906114,0.2042781880913902,0.04962787811378577
285,2.773074793504108,0.18088852731352426,0.0526387745522674
286,2.782162555079021,0.26857130417516817,0.05598333904246
287,2.7842636063333286,0.12781425935447985,0.0353399911292529
288,2.802433726112186,0.08304219710414164,0.03861068832533987
289,2.8253461983712507,0.06470407812627361,0.03251836889809434
290,2.8245985453913036,0.05702673983045105,0.02824618197705009
291,2.8198655949209037,0.08325379415313014,0.04055450104280278
292,2.853033248050495,0.052654671105099485,0.025439820153984716
293,2.8124576642997714,0.2979905343560254,0.05568646649062803
294,2.813292669487499,0.12416404250575594,0.04902693386956458
295,2.803528065360588,0.10720343895849961,0.0340256205831837
296,2.830806251297088,0.2543229360269867,0.038845181434815634
297,2.8399533533419454,0.30350366563568715,0.04831999422210065
298,2.836509504853339,0.3028637607597373,0.052434454500730476
299,2.8437842606083628,0.08586061210490531,0.0400822150055089
300,2.856232332794119,0.32466002246984593,0.05729548958826247
301,2.849799421933983,0.10763739512841008,0.04549218169424396
302,2.8386674584404874,0.10917194170048285,0.04764935266063608
303,2.870830228593849,0.09338972404809162,0.04488366724892412
304,2.8819087423933762,0.17615204721417627,0.07174022407545677
305,2.896896314810302,0.12335233189150549,0.0567037552985461
306,2.8699453699639497,0.4267270363983236,0.0809926704528674
307,2.8606492731550253,0.14003759517210898,0.06368240014463056
308,2.8550319177032173,0.11943043738533562,0.05165192532334384
309,2.843821611300924,0.1031539098955604,0.04655303441950642
310,2.844379720614441,0.07457006928662241,0.035104477091089104
311,2.852271415673786,0.05581384152962389,0.027424132747179142
312,2.8313359781211966,0.08534607963991087,0.04062811070998684
313,2.832129704268061,0.10243453547784538,0.048162823990607784
314,2.820765542826096,0.07419064463940117,0.03578996386396294
315,2.808660951635625,0.2481582823522588,0.045562193812224816
316,2.8165113176751184,0.08369562631587363,0.039832477395099986
317,2.8243099494351847,0.13244416676931783,0.05793210329313947
318,2.8087040045806555,0.12688656148048594,0.05789074869475863
319,2.7954254911559415,0.13958767651638795,0.05041219989075851
320,2.8035436739635653,0.16249964590324545,0.0479252638409704
321,2.8157825406828056,0.22612382304249967,0.04389841777322334
322,2.823282745261201,0.10032727365341948,0.04881149296933329
323,2.7957936100832583,0.26899470275941123,0.05593034035375233
324,2.8003376839352105,0.08732196619253446,0.04023500378272993
325,2.7663654696099824,0.11043759539022692,0.050110771029865386
326,2.7397537355458037,0.29345985789672224,0.0637476751386592
327,2.767499706317727,0.4626335875079142,0.06345404619143014
328,2.768387499201377,0.5440921205268427,0.06584355517687879
329,2.7836695882898006,0.11361149472661684,0.05149839001915346
330,2.7825226108862906,0.09210951361429848,0.042678698382335956
331,2.8057907722507043,0.08961698334491447,0.040642724810374675
332,2.8169611419037457,0.26634772539545476,0.048021257255695504
333,2.8333796003610043,0.10654438079931888,0.046776112452742824
334,2.8410874607544354,0.06904654718394296,0.03252268650499501
335,2.8596732750904574,0.07595913048127884,0.03548989066260133
336,2.868689795844194,0.08309069568906813,0.04044310723330713
337,2.8647906649269976,0.11380053377869832,0.05228867082250921
338,2.8470244078046054,0.09533619681417542,0.044955483481688985
339,2.835280301248152,0.1442963066634933,0.06041378102249273
340,2.836899051649242,0.08763299456825309,0.041033379735624376
341,2.823412697354329,0.09399477275716658,0.04319592672321604
342,2.8459502416894367,0.11029912843419275,0.04556934143284841
343,2.823331971370771,0.09047086368272589,0.041502451674931606
344,2.796372653551085,0.08091744199647478,0.04021188652772789
345,2.787814511786852,0.069416296025721,0.034378961169647226
346,2.7858707639556393,0.0864793299038248,0.04148266938558787
347,2.770119150545165,0.09561792440439956,0.04496730641909541
348,2.775391315511279,0.09780267406921084,0.04587620820428273
349,2.792352034998917,0.11518696079985144,0.05178765624729764
350,2.7644744519103517,0.3225421159089722,0.05763327519765005
351,2.7597176765937905,0.12209291827379712,0.052771027436341544
352,2.723287807387096,0.3936158132386544,0.060055835456976236
353,2.697823077307,0.44076406344528835,0.06264044597916874
354,2.6798944532191364,0.0964878768727928,0.04385965256558344
355,2.6825086569232277,0.2525891460723929,0.05557639832845651
356,2.696989723226903,0.21675170269757574,0.050883577974322414
357,2.7358221689627054,0.09861529503339884,0.04753785082994688
358,2.7322509973053872,0.09638108329650796,0.04374203952589473
359,2.7442300553965926,0.3591668999378833,0.050256280428708555
360,2.7494788179277236,0.25936709986026657,0.04880637073761496
361,2.705057646807247,0.2838981187953646,0.05717849075609038
362,2.661943744742159,0.2718533723911391,0.05366213654730645
363,2.6524744176278485,0.49444954718652906,0.06808362264384593
364,2.6682992992725714,0.33532028158619703,0.05405324935058564
365,2.6724355261792088,0.11143079727803983,0.050164923574697706
366,2.6696750516269065,0.3238256711185932,0.05361408665137146
367,2.6665805998911063,0.47315440035384615,0.05389927953622187
368,2.6930266268616547,0.08299398568541677,0.037126304678222866
369,2.688521088017483,0.5278605083256089,0.06975036284364444
370,2.702285102719179,0.5300457509743126,0.07629910908620885
371,2.6751110948460624,0.7786457882191895,0.09235527347147388
372,2.637367442273682,0.30866427394068296,0.05959022161597782
373,2.6679396397335218,0.24298536946623545,0.05756217327615709
374,2.670286282039916,0.4340046873114517,0.06791626064753742
375,2.675973636161328,0.30839181256053727,0.04720150664326983
376,2.702173640957059,0.09050557617048943,0.04223146662299171
377,2.7328869582854356,0.08663527357006884,0.040695351938965896
378,2.7024241845578345,0.26399653958798236,0.03720858146114958
379,2.7148910605641303,0.05900324170865783,0.028110924185866137
380,2.667109028516407,0.12872848487640662,0.03813080762912979
381,2.653709161955939,0.24362766917461828,0.04376444038654914
382,2.6531489193193925,0.3295134784942235,0.05278890060740182
383,2.6880351403470737,0.4295135489600621,0.04959163656194088
384,2.6292139204480067,0.329295622902543,0.05742821551959132
385,2.616200322207517,0.347277600179139,0.057388099693965744
386,2.6921022298884063,0.20106322871969629,0.051662077443835885
387,2.6602467432252737,0.304968525513003,0.05100428411644953
388,2.637290348948169,0.10912290096117948,0.04668306155732771
389,2.6636213573791876,0.16033927469659737,0.0435363160089246
390,2.6359877649576138,0.29355699257804824,0.0465371132937753
391,2.7121254023492103,0.07956394264688932,0.03677303014217581
392,2.7189830958586554,0.2623332982747787,0.04141636430728246
393,2.6797352248966506,0.3233154808712324,0.0449419982247552
394,2.680366190387115,0.09634903575464472,0.041562579533799715
395,2.6689432702285476,0.08331950713843167,0.0387017579753588
396,2.6485842263049895,0.22321828463063284,0.0500362724582486
397,2.5813940823213297,0.29210184128591465,0.048067001179175284
398,2.623843623639611,0.302600315424978,0.05348198491774947
399,2.6367545257490095,0.12623909421837473,0.05366893231308589
400,2.6680282007479343,0.2312724784022466,0.057800980231413
401,2.674911579487901,0.45919479218535614,0.0502409055904689
402,2.6948594510275514,0.4962160385883024,0.051105047779449464
403,2.701461876908681,0.1071128195462426,0.049319877223337194
404,2.7003228395580354,0.33154643241042864,0.05473339971167279
405,2.667438543770042,0.4248091546859296,0.061193176134395344
406,2.681525185857063,0.20833417962323705,0.05351550912059966
407,2.694386742683145,0.15108997855300216,0.03156649939937184
408,2.674239236017805,0.0744444224559772,0.03398290155902317
409,2.646299877953341,0.20617373233121572,0.03453372483899342
410,2.70171443770177,0.18740365152302077,0.04100173316725253
411,2.7565700706404286,0.2038611094616635,0.037978018263208346
412,2.7718299822348493,0.0687809869448572,0.030693502465422684
413,2.7739171079912004,0.2053087364593546,0.036112504198841044
414,2.7632203046473096,0.36764575184906806,0.04614011066495971
415,2.753188485271049,0.17952763383612064,0.030482252175781488
416,2.7211983485580387,0.3374903517170034,0.05550119415267174
417,2.6963732429893854,0.29658519056593685,0.048839112786617234
418,2.706608428750452,0.32509096829155537,0.06026747630587703
419,2.739112135163898,0.20028107473713502,0.04515127861928625
420,2.71609349849083,0.2378659883730784,0.05286375993342207
421,2.688070534423038,0.09764381148357255,0.04203221865256146
422,2.7291900910918123,0.10511441911197436,0.042791728372835625
423,2.739177868113665,0.113215149481974,0.04606504284605584
424,2.741591205435398,0.30259584766076086,0.05592326888770849
425,2.717830971550261,0.2377351179474418,0.05192728272285074
426,2.7372916865828523,0.2576770627639481,0.052347020918572795
427,2.742388188738923,0.07481071809211924,0.034154031242836336
428,2.697589332672568,0.23729144737215468,0.047847918924258215
429,2.7180174784867224,0.08841816348366632,0.03563530891499389
430,2.6776710475605547,0.08452106519274093,0.03572452318741126
431,2.705698905968707,0.3088495903130241,0.043500187913489974
432,2.7087877625200307,0.07338581825283269,0.035081699969663926
433,2.672275336612044,0.07372360339415568,0.033566039224497635
434,2.662424381837713,0.34684953973170696,0.05422704431870318
435,2.6815239219086653,0.18939142090576377,0.048238124221360534
436,2.6777962624201628,0.22500310562762563,0.04216096905650546
437,2.6795706901917877,0.22597205307513057,0.055520801733994096
438,2.704559611399204,0.31987519437635,0.06375523258660265
439,2.6955601808539256,0.38851571742503477,0.05772761177620267
440,2.7145419609205312,0.0764663699716364,0.03619858751184157
441,2.7125795198719143,0.2669997850246603,0.04046726812603074
442,2.6930105503010884,0.260492117115515,0.0408006962314853
443,2.65531237373202,0.24869563324957916,0.04592641175746626
444,2.690274119988431,0.16895808706104354,0.04716385268866086
445,2.6862675403351064,0.15361999211704405,0.04394713765898439
446,2.664430522819821,0.23055024814323768,0.047199937510145284
447,2.6322297373257384,0.15413961295415898,0.03960018714946023
448,2.6290565695327297,0.4290522614177217,0.05749091076966506
449,2.64766399340693,0.1953863567943336,0.04444008993929249
450,2.66025155557143,0.42051737185658394,0.05869293688576804
451,2.657143160844724,0.19024791477632544,0.05187647586204647
452,2.6574871572688394,0.1570765536671531,0.04868282016907277
453,2.663849182838928,0.11422480531648693,0.04969485538942564
454,2.6876200927584923,0.16052369924473378,0.06519630223310635
455,2.6823213432618758,0.10848713375037491,0.0495883067770404
456,2.6684118167693547,0.23998761655109258,0.04760333821691054
457,2.672679990907601,0.2275436794408287,0.051988432945062835
458,2.6915802605596286,0.18989504764972362,0.039432579834983494
459,2.7156467567368088,0.31486034234082905,0.05031613921598366
460,2.751138257143409,0.48568310515028684,0.06584623684879864
461,2.7355254054749834,0.23150503234535483,0.0508083723366799
462,2.737933566894852,0.11273878440693008,0.05302682213337073
463,2.768168066542484,0.27692047335610703,0.05975544165122426
464,2.768886288231273,0.2503383325076337,0.05310378253052894
465,2.727813808421454,0.24742407870824343,0.06469975926472604
466,2.6886851971541432,0.0952188593742864,0.04426006570020813
467,2.6274169956876268,0.24990715429565025,0.06070408551168227
468,2.6998684725314717,0.0889804651267287,0.03989511315239591
469,2.7212120094210785,0.07429618271517047,0.03480053378785408
470,2.6922531123417555,0.23101724126865544,0.04305686978863932
471,2.602500378802394,0.09338862678149779,0.04503856741852519
472,2.5972354376429,0.32722114948205855,0.04758972929045657
473,2.589043298572992,0.3128585385774747,0.04463069665225938
474,2.554673147179622,0.5607610528530494,0.07582493466730833
475,2.55953529211772,0.4709670196246528,0.058949611693555504
476,2.5124230368226064,0.47552263964193237,0.06565427559192938
477,2.5091110654269415,0.35630714009024594,0.05919170620317238
478,2.531360935635697,0.3635470759332927,0.056983797838722205
479,2.4898506002661085,0.19764828723640596,0.0657340842377474
480,2.4815859779641696,0.3800978673174098,0.0643602224441906
481,2.4815853176242237,0.42084577310730353,0.05472154491509773
482,2.4774264858794584,0.18104396369971246,0.06421259440787708
483,2.5053933826386956,0.3293614419053681,0.07021674373737152
484,2.4564571155150237,0.24081490495533936,0.058482787702180516
485,2.4337371765542564,0.14324689005010244,0.037868050493609084
486,2.417795724454318,0.13593984466745482,0.044806784752886575
487,2.470177444823481,0.13083431128785175,0.041094438173555625
